Date,Description,Amount
06/22/2026,VENDOR 3772 PAYMENT,-241.99
06/23/2026,VENDOR 3773 PAYMENT,-102.99
06/24/2026,VENDOR 3774 PAYMENT,-463.99
06/25/2026,VENDOR 3775 PAYMENT,-426.99
06/26/2026,VENDOR 3776 PAYMENT,-496.99
06/27/2026,VENDOR 3777 PAYMENT,-153.99
06/28/2026,VENDOR 3778 PAYMENT,-255.99
06/29/2026,VENDOR 3779 PAYMENT,-12.99
01/01/2026,VENDOR 3780 PAYMENT,-117.99
01/02/2026,VENDOR 3781 PAYMENT,-375.99
01/03/2026,VENDOR 3782 PAYMENT,-356.99
01/04/2026,VENDOR 3783 PAYMENT,-288.99
01/05/2026,VENDOR 3784 PAYMENT,-331.99
01/06/2026,VENDOR 3785 PAYMENT,-419.99
01/07/2026,VENDOR 3786 PAYMENT,-83.99
01/08/2026,VENDOR 3787 PAYMENT,-288.99
01/09/2026,VENDOR 3788 PAYMENT,-69.99
01/10/2026,VENDOR 3789 PAYMENT,-184.99
01/11/2026,VENDOR 3790 PAYMENT,-425.99
01/12/2026,VENDOR 3791 PAYMENT,-147.99
01/13/2026,VENDOR 3792 PAYMENT,-120.99
01/14/2026,VENDOR 3793 PAYMENT,-248.99
01/15/2026,VENDOR 3794 PAYMENT,-27.99
01/16/2026,VENDOR 3795 PAYMENT,-379.99
01/17/2026,VENDOR 3796 PAYMENT,-497.99
01/18/2026,VENDOR 3797 PAYMENT,-409.99
01/19/2026,VENDOR 3798 PAYMENT,-412.99
01/20/2026,VENDOR 3799 PAYMENT,-459.99
01/21/2026,VENDOR 3800 PAYMENT,-400.99
01/22/2026,VENDOR 3801 PAYMENT,-123.99
01/23/2026,VENDOR 3802 PAYMENT,-205.99
01/24/2026,VENDOR 3803 PAYMENT,-384.99
01/25/2026,VENDOR 3804 PAYMENT,-351.99
01/26/2026,VENDOR 3805 PAYMENT,-470.99
01/27/2026,VENDOR 3806 PAYMENT,-202.99
01/28/2026,VENDOR 3807 PAYMENT,-189.99
01/29/2026,VENDOR 3808 PAYMENT,-422.99
01/30/2026,VENDOR 3809 PAYMENT,-497.99
01/31/2026,VENDOR 3810 PAYMENT,-317.99
02/01/2026,VENDOR 3811 PAYMENT,-304.99
02/02/2026,VENDOR 3812 PAYMENT,-455.99
02/03/2026,VENDOR 3813 PAYMENT,-341.99
02/04/2026,VENDOR 3814 PAYMENT,-162.99
02/05/2026,VENDOR 3815 PAYMENT,-123.99
02/06/2026,VENDOR 3816 PAYMENT,-447.99
02/07/2026,VENDOR 3817 PAYMENT,-212.99
02/08/2026,VENDOR 3818 PAYMENT,-435.99
02/09/2026,VENDOR 3819 PAYMENT,-153.99
02/10/2026,VENDOR 3820 PAYMENT,-414.99
02/11/2026,VENDOR 3821 PAYMENT,-443.99
02/12/2026,VENDOR 3822 PAYMENT,-359.99
02/13/2026,VENDOR 3823 PAYMENT,-256.99
02/14/2026,VENDOR 3824 PAYMENT,-166.99
02/15/2026,VENDOR 3825 PAYMENT,-59.99
02/16/2026,VENDOR 3826 PAYMENT,-12.99
02/17/2026,VENDOR 3827 PAYMENT,-328.99
02/18/2026,VENDOR 3828 PAYMENT,-75.99
02/19/2026,VENDOR 3829 PAYMENT,-100.99
02/20/2026,VENDOR 3830 PAYMENT,-280.99
02/21/2026,VENDOR 3831 PAYMENT,-230.99
02/22/2026,VENDOR 3832 PAYMENT,-261.99
02/23/2026,VENDOR 3833 PAYMENT,-480.99
02/24/2026,VENDOR 3834 PAYMENT,-325.99
02/25/2026,VENDOR 3835 PAYMENT,-310.99
02/26/2026,VENDOR 3836 PAYMENT,-334.99
02/27/2026,VENDOR 3837 PAYMENT,-27.99
02/28/2026,VENDOR 3838 PAYMENT,-462.99
03/01/2026,VENDOR 3839 PAYMENT,-113.99
03/02/2026,VENDOR 3840 PAYMENT,-80.99
03/03/2026,VENDOR 3841 PAYMENT,-291.99
03/04/2026,VENDOR 3842 PAYMENT,-51.99
03/05/2026,VENDOR 3843 PAYMENT,-296.99
03/06/2026,VENDOR 3844 PAYMENT,-475.99
03/07/2026,VENDOR 3845 PAYMENT,-240.99
03/08/2026,VENDOR 3846 PAYMENT,-142.99
03/09/2026,VENDOR 3847 PAYMENT,-358.99
03/10/2026,VENDOR 3848 PAYMENT,-292.99
03/11/2026,VENDOR 3849 PAYMENT,-417.99
03/12/2026,VENDOR 3850 PAYMENT,-109.99
03/13/2026,VENDOR 3851 PAYMENT,-36.99
03/14/2026,VENDOR 3852 PAYMENT,-123.99
03/15/2026,VENDOR 3853 PAYMENT,-1.99
03/16/2026,VENDOR 3854 PAYMENT,-273.99
03/17/2026,VENDOR 3855 PAYMENT,-54.99
03/18/2026,VENDOR 3856 PAYMENT,-344.99
03/19/2026,VENDOR 3857 PAYMENT,-231.99
03/20/2026,VENDOR 3858 PAYMENT,-206.99
03/21/2026,VENDOR 3859 PAYMENT,-297.99
03/22/2026,VENDOR 3860 PAYMENT,-489.99
03/23/2026,VENDOR 3861 PAYMENT,-345.99
03/24/2026,VENDOR 3862 PAYMENT,-298.99
03/25/2026,VENDOR 3863 PAYMENT,-75.99
03/26/2026,VENDOR 3864 PAYMENT,-84.99
03/27/2026,VENDOR 3865 PAYMENT,-310.99
03/28/2026,VENDOR 3866 PAYMENT,-386.99
03/29/2026,VENDOR 3867 PAYMENT,-104.99
03/30/2026,VENDOR 3868 PAYMENT,-335.99
03/31/2026,VENDOR 3869 PAYMENT,-269.99
04/01/2026,VENDOR 3870 PAYMENT,-76.99
04/02/2026,VENDOR 3871 PAYMENT,-59.99
04/03/2026,VENDOR 3872 PAYMENT,-55.99
04/04/2026,VENDOR 3873 PAYMENT,-64.99
04/05/2026,VENDOR 3874 PAYMENT,-250.99
04/06/2026,VENDOR 3875 PAYMENT,-479.99
04/07/2026,VENDOR 3876 PAYMENT,-436.99
04/08/2026,VENDOR 3877 PAYMENT,-172.99
04/09/2026,VENDOR 3878 PAYMENT,-252.99
04/10/2026,VENDOR 3879 PAYMENT,-363.99
04/11/2026,VENDOR 3880 PAYMENT,-392.99
04/12/2026,VENDOR 3881 PAYMENT,-476.99
04/13/2026,VENDOR 3882 PAYMENT,-270.99
04/14/2026,VENDOR 3883 PAYMENT,-170.99
04/15/2026,VENDOR 3884 PAYMENT,-96.99
04/16/2026,VENDOR 3885 PAYMENT,-1.99
04/17/2026,VENDOR 3886 PAYMENT,-409.99
04/18/2026,VENDOR 3887 PAYMENT,-366.99
04/19/2026,VENDOR 3888 PAYMENT,-152.99
04/20/2026,VENDOR 3889 PAYMENT,-311.99
04/21/2026,VENDOR 3890 PAYMENT,-5.99
04/22/2026,VENDOR 3891 PAYMENT,-159.99
04/23/2026,VENDOR 3892 PAYMENT,-474.99
04/24/2026,VENDOR 3893 PAYMENT,-454.99
04/25/2026,VENDOR 3894 PAYMENT,-358.99
04/26/2026,VENDOR 3895 PAYMENT,-352.99
04/27/2026,VENDOR 3896 PAYMENT,-395.99
04/28/2026,VENDOR 3897 PAYMENT,-153.99
04/29/2026,VENDOR 3898 PAYMENT,-499.99
04/30/2026,VENDOR 3899 PAYMENT,-60.99
05/01/2026,VENDOR 3900 PAYMENT,-479.99
05/02/2026,VENDOR 3901 PAYMENT,-57.99
05/03/2026,VENDOR 3902 PAYMENT,-12.99
05/04/2026,VENDOR 3903 PAYMENT,-50.99
05/05/2026,VENDOR 3904 PAYMENT,-67.99
05/06/2026,VENDOR 3905 PAYMENT,-91.99
05/07/2026,VENDOR 3906 PAYMENT,-71.99
05/08/2026,VENDOR 3907 PAYMENT,-324.99
05/09/2026,VENDOR 3908 PAYMENT,-455.99
05/10/2026,VENDOR 3909 PAYMENT,-49.99
05/11/2026,VENDOR 3910 PAYMENT,-249.99
05/12/2026,VENDOR 3911 PAYMENT,-497.99
05/13/2026,VENDOR 3912 PAYMENT,-103.99
05/14/2026,VENDOR 3913 PAYMENT,-497.99
05/15/2026,VENDOR 3914 PAYMENT,-294.99
05/16/2026,VENDOR 3915 PAYMENT,-205.99
05/17/2026,VENDOR 3916 PAYMENT,-342.99
05/18/2026,VENDOR 3917 PAYMENT,-408.99
05/19/2026,VENDOR 3918 PAYMENT,-216.99
05/20/2026,VENDOR 3919 PAYMENT,-166.99
05/21/2026,VENDOR 3920 PAYMENT,-446.99
05/22/2026,VENDOR 3921 PAYMENT,-24.99
05/23/2026,VENDOR 3922 PAYMENT,-18.99
05/24/2026,VENDOR 3923 PAYMENT,-428.99
05/25/2026,VENDOR 3924 PAYMENT,-144.99
05/26/2026,VENDOR 3925 PAYMENT,-32.99
05/27/2026,VENDOR 3926 PAYMENT,-318.99
05/28/2026,VENDOR 3927 PAYMENT,-97.99
05/29/2026,VENDOR 3928 PAYMENT,-350.99
05/30/2026,VENDOR 3929 PAYMENT,-51.99
05/31/2026,VENDOR 3930 PAYMENT,-255.99
06/01/2026,VENDOR 3931 PAYMENT,-272.99
06/02/2026,VENDOR 3932 PAYMENT,-202.99
06/03/2026,VENDOR 3933 PAYMENT,-464.99
06/04/2026,VENDOR 3934 PAYMENT,-468.99
06/05/2026,VENDOR 3935 PAYMENT,-174.99
06/06/2026,VENDOR 3936 PAYMENT,-102.99
06/07/2026,VENDOR 3937 PAYMENT,-314.99
06/08/2026,VENDOR 3938 PAYMENT,-67.99
06/09/2026,VENDOR 3939 PAYMENT,-247.99
06/10/2026,VENDOR 3940 PAYMENT,-171.99
06/11/2026,VENDOR 3941 PAYMENT,-49.99
06/12/2026,VENDOR 3942 PAYMENT,-3.99
06/13/2026,VENDOR 3943 PAYMENT,-147.99
06/14/2026,VENDOR 3944 PAYMENT,-251.99
06/15/2026,VENDOR 3945 PAYMENT,-154.99
06/16/2026,VENDOR 3946 PAYMENT,-6.99
06/17/2026,VENDOR 3947 PAYMENT,-170.99
06/18/2026,VENDOR 3948 PAYMENT,-207.99
06/19/2026,VENDOR 3949 PAYMENT,-324.99
06/20/2026,VENDOR 3950 PAYMENT,-306.99
06/21/2026,VENDOR 3951 PAYMENT,-454.99
06/22/2026,VENDOR 3952 PAYMENT,-22.99
06/23/2026,VENDOR 3953 PAYMENT,-188.99
06/24/2026,VENDOR 3954 PAYMENT,-249.99
06/25/2026,VENDOR 3955 PAYMENT,-315.99
06/26/2026,VENDOR 3956 PAYMENT,-113.99
06/27/2026,VENDOR 3957 PAYMENT,-82.99
06/28/2026,VENDOR 3958 PAYMENT,-384.99
06/29/2026,VENDOR 3959 PAYMENT,-480.99
01/01/2026,VENDOR 3960 PAYMENT,-162.99
01/02/2026,VENDOR 3961 PAYMENT,-177.99
01/03/2026,VENDOR 3962 PAYMENT,-341.99
01/04/2026,VENDOR 3963 PAYMENT,-299.99
01/05/2026,VENDOR 3964 PAYMENT,-236.99
01/06/2026,VENDOR 3965 PAYMENT,-318.99
01/07/2026,VENDOR 3966 PAYMENT,-220.99
01/08/2026,VENDOR 3967 PAYMENT,-419.99
01/09/2026,VENDOR 3968 PAYMENT,-127.99
01/10/2026,VENDOR 3969 PAYMENT,-324.99
01/11/2026,VENDOR 3970 PAYMENT,-183.99
01/12/2026,VENDOR 3971 PAYMENT,-91.99
01/13/2026,VENDOR 3972 PAYMENT,-428.99
01/14/2026,VENDOR 3973 PAYMENT,-286.99
01/15/2026,VENDOR 3974 PAYMENT,-215.99
01/16/2026,VENDOR 3975 PAYMENT,-311.99
01/17/2026,VENDOR 3976 PAYMENT,-63.99
01/18/2026,VENDOR 3977 PAYMENT,-38.99
01/19/2026,VENDOR 3978 PAYMENT,-301.99
01/20/2026,VENDOR 3979 PAYMENT,-304.99
01/21/2026,VENDOR 3980 PAYMENT,-255.99
01/22/2026,VENDOR 3981 PAYMENT,-253.99
01/23/2026,VENDOR 3982 PAYMENT,-2.99
01/24/2026,VENDOR 3983 PAYMENT,-318.99
01/25/2026,VENDOR 3984 PAYMENT,-470.99
01/26/2026,VENDOR 3985 PAYMENT,-146.99
01/27/2026,VENDOR 3986 PAYMENT,-377.99
01/28/2026,VENDOR 3987 PAYMENT,-216.99
01/29/2026,VENDOR 3988 PAYMENT,-246.99
01/30/2026,VENDOR 3989 PAYMENT,-384.99
01/31/2026,VENDOR 3990 PAYMENT,-71.99
02/01/2026,VENDOR 3991 PAYMENT,-222.99
02/02/2026,VENDOR 3992 PAYMENT,-493.99
02/03/2026,VENDOR 3993 PAYMENT,-399.99
02/04/2026,VENDOR 3994 PAYMENT,-208.99
02/05/2026,VENDOR 3995 PAYMENT,-311.99
02/06/2026,VENDOR 3996 PAYMENT,-351.99
02/07/2026,VENDOR 3997 PAYMENT,-403.99
02/08/2026,VENDOR 3998 PAYMENT,-173.99
02/09/2026,VENDOR 3999 PAYMENT,-50.99
02/10/2026,VENDOR 4000 PAYMENT,-143.99
02/11/2026,VENDOR 4001 PAYMENT,-337.99
02/12/2026,VENDOR 4002 PAYMENT,-442.99
02/13/2026,VENDOR 4003 PAYMENT,-258.99
02/14/2026,VENDOR 4004 PAYMENT,-322.99
02/15/2026,VENDOR 4005 PAYMENT,-54.99
02/16/2026,VENDOR 4006 PAYMENT,-475.99
02/17/2026,VENDOR 4007 PAYMENT,-341.99
02/18/2026,VENDOR 4008 PAYMENT,-37.99
02/19/2026,VENDOR 4009 PAYMENT,-426.99
02/20/2026,VENDOR 4010 PAYMENT,-46.99
02/21/2026,VENDOR 4011 PAYMENT,-245.99
02/22/2026,VENDOR 4012 PAYMENT,-485.99
02/23/2026,VENDOR 4013 PAYMENT,-72.99
02/24/2026,VENDOR 4014 PAYMENT,-208.99
02/25/2026,VENDOR 4015 PAYMENT,-11.99
02/26/2026,VENDOR 4016 PAYMENT,-363.99
02/27/2026,VENDOR 4017 PAYMENT,-336.99
02/28/2026,VENDOR 4018 PAYMENT,-147.99
03/01/2026,VENDOR 4019 PAYMENT,-145.99
03/02/2026,VENDOR 4020 PAYMENT,-253.99
03/03/2026,VENDOR 4021 PAYMENT,-470.99
03/04/2026,VENDOR 4022 PAYMENT,-496.99
03/05/2026,VENDOR 4023 PAYMENT,-133.99
03/06/2026,VENDOR 4024 PAYMENT,-489.99
03/07/2026,VENDOR 4025 PAYMENT,-323.99
03/08/2026,VENDOR 4026 PAYMENT,-143.99
03/09/2026,VENDOR 4027 PAYMENT,-243.99
03/10/2026,VENDOR 4028 PAYMENT,-47.99
03/11/2026,VENDOR 4029 PAYMENT,-317.99
03/12/2026,VENDOR 4030 PAYMENT,-197.99
03/13/2026,VENDOR 4031 PAYMENT,-49.99
03/14/2026,VENDOR 4032 PAYMENT,-326.99
03/15/2026,VENDOR 4033 PAYMENT,-282.99
03/16/2026,VENDOR 4034 PAYMENT,-235.99
03/17/2026,VENDOR 4035 PAYMENT,-289.99
03/18/2026,VENDOR 4036 PAYMENT,-31.99
03/19/2026,VENDOR 4037 PAYMENT,-465.99
03/20/2026,VENDOR 4038 PAYMENT,-151.99
03/21/2026,VENDOR 4039 PAYMENT,-210.99
03/22/2026,VENDOR 4040 PAYMENT,-452.99
03/23/2026,VENDOR 4041 PAYMENT,-75.99
03/24/2026,VENDOR 4042 PAYMENT,-220.99
03/25/2026,VENDOR 4043 PAYMENT,-211.99
03/26/2026,VENDOR 4044 PAYMENT,-99.99
03/27/2026,VENDOR 4045 PAYMENT,-449.99
03/28/2026,VENDOR 4046 PAYMENT,-49.99
03/29/2026,VENDOR 4047 PAYMENT,-347.99
03/30/2026,VENDOR 4048 PAYMENT,-116.99
03/31/2026,VENDOR 4049 PAYMENT,-250.99
04/01/2026,VENDOR 4050 PAYMENT,-34.99
04/02/2026,VENDOR 4051 PAYMENT,-49.99
04/03/2026,VENDOR 4052 PAYMENT,-120.99
04/04/2026,VENDOR 4053 PAYMENT,-38.99
04/05/2026,VENDOR 4054 PAYMENT,-20.99
04/06/2026,VENDOR 4055 PAYMENT,-93.99
04/07/2026,VENDOR 4056 PAYMENT,-314.99
04/08/2026,VENDOR 4057 PAYMENT,-173.99
04/09/2026,VENDOR 4058 PAYMENT,-391.99
04/10/2026,VENDOR 4059 PAYMENT,-477.99
04/11/2026,VENDOR 4060 PAYMENT,-426.99
04/12/2026,VENDOR 4061 PAYMENT,-404.99
04/13/2026,VENDOR 4062 PAYMENT,-185.99
04/14/2026,VENDOR 4063 PAYMENT,-272.99
04/15/2026,VENDOR 4064 PAYMENT,-40.99
04/16/2026,VENDOR 4065 PAYMENT,-167.99
04/17/2026,VENDOR 4066 PAYMENT,-155.99
04/18/2026,VENDOR 4067 PAYMENT,-247.99
04/19/2026,VENDOR 4068 PAYMENT,-254.99
04/20/2026,VENDOR 4069 PAYMENT,-206.99
04/21/2026,VENDOR 4070 PAYMENT,-104.99
04/22/2026,VENDOR 4071 PAYMENT,-42.99
04/23/2026,VENDOR 4072 PAYMENT,-356.99
04/24/2026,VENDOR 4073 PAYMENT,-64.99
04/25/2026,VENDOR 4074 PAYMENT,-469.99
04/26/2026,VENDOR 4075 PAYMENT,-354.99
04/27/2026,VENDOR 4076 PAYMENT,-200.99
04/28/2026,VENDOR 4077 PAYMENT,-352.99
04/29/2026,VENDOR 4078 PAYMENT,-140.99
04/30/2026,VENDOR 4079 PAYMENT,-156.99
05/01/2026,VENDOR 4080 PAYMENT,-156.99
05/02/2026,VENDOR 4081 PAYMENT,-409.99
05/03/2026,VENDOR 4082 PAYMENT,-229.99
05/04/2026,VENDOR 4083 PAYMENT,-9.99
05/05/2026,VENDOR 4084 PAYMENT,-438.99
05/06/2026,VENDOR 4085 PAYMENT,-34.99
05/07/2026,VENDOR 4086 PAYMENT,-23.99
05/08/2026,VENDOR 4087 PAYMENT,-169.99
05/09/2026,VENDOR 4088 PAYMENT,-150.99
05/10/2026,VENDOR 4089 PAYMENT,-392.99
05/11/2026,VENDOR 4090 PAYMENT,-487.99
05/12/2026,VENDOR 4091 PAYMENT,-481.99
05/13/2026,VENDOR 4092 PAYMENT,-325.99
05/14/2026,VENDOR 4093 PAYMENT,-467.99
05/15/2026,VENDOR 4094 PAYMENT,-434.99
05/16/2026,VENDOR 4095 PAYMENT,-151.99
05/17/2026,VENDOR 4096 PAYMENT,-161.99
05/18/2026,VENDOR 4097 PAYMENT,-344.99
05/19/2026,VENDOR 4098 PAYMENT,-261.99
05/20/2026,VENDOR 4099 PAYMENT,-353.99
05/21/2026,VENDOR 4100 PAYMENT,-318.99
05/22/2026,VENDOR 4101 PAYMENT,-36.99
05/23/2026,VENDOR 4102 PAYMENT,-383.99
05/24/2026,VENDOR 4103 PAYMENT,-160.99
05/25/2026,VENDOR 4104 PAYMENT,-168.99
05/26/2026,VENDOR 4105 PAYMENT,-94.99
05/27/2026,VENDOR 4106 PAYMENT,-322.99
05/28/2026,VENDOR 4107 PAYMENT,-58.99
05/29/2026,VENDOR 4108 PAYMENT,-161.99
05/30/2026,VENDOR 4109 PAYMENT,-396.99
05/31/2026,VENDOR 4110 PAYMENT,-39.99
06/01/2026,VENDOR 4111 PAYMENT,-112.99
06/02/2026,VENDOR 4112 PAYMENT,-128.99
06/03/2026,VENDOR 4113 PAYMENT,-351.99
06/04/2026,VENDOR 4114 PAYMENT,-180.99
06/05/2026,VENDOR 4115 PAYMENT,-288.99
06/06/2026,VENDOR 4116 PAYMENT,-169.99
06/07/2026,VENDOR 4117 PAYMENT,-122.99
06/08/2026,VENDOR 4118 PAYMENT,-442.99
06/09/2026,VENDOR 4119 PAYMENT,-23.99
06/10/2026,VENDOR 4120 PAYMENT,-460.99
06/11/2026,VENDOR 4121 PAYMENT,-435.99
06/12/2026,VENDOR 4122 PAYMENT,-32.99
06/13/2026,VENDOR 4123 PAYMENT,-48.99
06/14/2026,VENDOR 4124 PAYMENT,-339.99
06/15/2026,VENDOR 4125 PAYMENT,-366.99
06/16/2026,VENDOR 4126 PAYMENT,-55.99
06/17/2026,VENDOR 4127 PAYMENT,-281.99
06/18/2026,VENDOR 4128 PAYMENT,-162.99
06/19/2026,VENDOR 4129 PAYMENT,-379.99
06/20/2026,VENDOR 4130 PAYMENT,-254.99
06/21/2026,VENDOR 4131 PAYMENT,-125.99
06/22/2026,VENDOR 4132 PAYMENT,-392.99
06/23/2026,VENDOR 4133 PAYMENT,-332.99
06/24/2026,VENDOR 4134 PAYMENT,-178.99
06/25/2026,VENDOR 4135 PAYMENT,-384.99
06/26/2026,VENDOR 4136 PAYMENT,-6.99
06/27/2026,VENDOR 4137 PAYMENT,-480.99
06/28/2026,VENDOR 4138 PAYMENT,-162.99
06/29/2026,VENDOR 4139 PAYMENT,-174.99
01/01/2026,VENDOR 4140 PAYMENT,-218.99
01/02/2026,VENDOR 4141 PAYMENT,-9.99
01/03/2026,VENDOR 4142 PAYMENT,-260.99
01/04/2026,VENDOR 4143 PAYMENT,-496.99
01/05/2026,VENDOR 4144 PAYMENT,-42.99
01/06/2026,VENDOR 4145 PAYMENT,-459.99
01/07/2026,VENDOR 4146 PAYMENT,-446.99
01/08/2026,VENDOR 4147 PAYMENT,-467.99
01/09/2026,VENDOR 4148 PAYMENT,-89.99
01/10/2026,VENDOR 4149 PAYMENT,-490.99
01/11/2026,VENDOR 4150 PAYMENT,-369.99
01/12/2026,VENDOR 4151 PAYMENT,-347.99
01/13/2026,VENDOR 4152 PAYMENT,-129.99
01/14/2026,VENDOR 4153 PAYMENT,-171.99
01/15/2026,VENDOR 4154 PAYMENT,-244.99
01/16/2026,VENDOR 4155 PAYMENT,-200.99
01/17/2026,VENDOR 4156 PAYMENT,-423.99
01/18/2026,VENDOR 4157 PAYMENT,-384.99
01/19/2026,VENDOR 4158 PAYMENT,-55.99
01/20/2026,VENDOR 4159 PAYMENT,-323.99
01/21/2026,VENDOR 4160 PAYMENT,-326.99
01/22/2026,VENDOR 4161 PAYMENT,-195.99
01/23/2026,VENDOR 4162 PAYMENT,-477.99
01/24/2026,VENDOR 4163 PAYMENT,-254.99
01/25/2026,VENDOR 4164 PAYMENT,-255.99
01/26/2026,VENDOR 4165 PAYMENT,-479.99
01/27/2026,VENDOR 4166 PAYMENT,-468.99
01/28/2026,VENDOR 4167 PAYMENT,-125.99
01/29/2026,VENDOR 4168 PAYMENT,-418.99
01/30/2026,VENDOR 4169 PAYMENT,-82.99
01/31/2026,VENDOR 4170 PAYMENT,-211.99
02/01/2026,VENDOR 4171 PAYMENT,-5.99
02/02/2026,VENDOR 4172 PAYMENT,-266.99
02/03/2026,VENDOR 4173 PAYMENT,-329.99
02/04/2026,VENDOR 4174 PAYMENT,-14.99
02/05/2026,VENDOR 4175 PAYMENT,-133.99
02/06/2026,VENDOR 4176 PAYMENT,-32.99
02/07/2026,VENDOR 4177 PAYMENT,-257.99
02/08/2026,VENDOR 4178 PAYMENT,-119.99
02/09/2026,VENDOR 4179 PAYMENT,-11.99
02/10/2026,VENDOR 4180 PAYMENT,-321.99
02/11/2026,VENDOR 4181 PAYMENT,-252.99
02/12/2026,VENDOR 4182 PAYMENT,-424.99
02/13/2026,VENDOR 4183 PAYMENT,-315.99
02/14/2026,VENDOR 4184 PAYMENT,-90.99
02/15/2026,VENDOR 4185 PAYMENT,-468.99
02/16/2026,VENDOR 4186 PAYMENT,-248.99
02/17/2026,VENDOR 4187 PAYMENT,-227.99
02/18/2026,VENDOR 4188 PAYMENT,-250.99
02/19/2026,VENDOR 4189 PAYMENT,-393.99
02/20/2026,VENDOR 4190 PAYMENT,-221.99
02/21/2026,VENDOR 4191 PAYMENT,-351.99
02/22/2026,VENDOR 4192 PAYMENT,-152.99
02/23/2026,VENDOR 4193 PAYMENT,-83.99
02/24/2026,VENDOR 4194 PAYMENT,-484.99
02/25/2026,VENDOR 4195 PAYMENT,-138.99
02/26/2026,VENDOR 4196 PAYMENT,-344.99
02/27/2026,VENDOR 4197 PAYMENT,-95.99
02/28/2026,VENDOR 4198 PAYMENT,-102.99
03/01/2026,VENDOR 4199 PAYMENT,-245.99
03/02/2026,VENDOR 4200 PAYMENT,-173.99
03/03/2026,VENDOR 4201 PAYMENT,-190.99
03/04/2026,VENDOR 4202 PAYMENT,-431.99
03/05/2026,VENDOR 4203 PAYMENT,-243.99
03/06/2026,VENDOR 4204 PAYMENT,-345.99
03/07/2026,VENDOR 4205 PAYMENT,-204.99
03/08/2026,VENDOR 4206 PAYMENT,-289.99
03/09/2026,VENDOR 4207 PAYMENT,-136.99
03/10/2026,VENDOR 4208 PAYMENT,-111.99
03/11/2026,VENDOR 4209 PAYMENT,-57.99
03/12/2026,VENDOR 4210 PAYMENT,-381.99
03/13/2026,VENDOR 4211 PAYMENT,-341.99
03/14/2026,VENDOR 4212 PAYMENT,-340.99
03/15/2026,VENDOR 4213 PAYMENT,-287.99
03/16/2026,VENDOR 4214 PAYMENT,-397.99
03/17/2026,VENDOR 4215 PAYMENT,-7.99
03/18/2026,VENDOR 4216 PAYMENT,-14.99
03/19/2026,VENDOR 4217 PAYMENT,-249.99
03/20/2026,VENDOR 4218 PAYMENT,-392.99
03/21/2026,VENDOR 4219 PAYMENT,-96.99
03/22/2026,VENDOR 4220 PAYMENT,-0.99
03/23/2026,VENDOR 4221 PAYMENT,-260.99
03/24/2026,VENDOR 4222 PAYMENT,-258.99
03/25/2026,VENDOR 4223 PAYMENT,-421.99
03/26/2026,VENDOR 4224 PAYMENT,-0.99
03/27/2026,VENDOR 4225 PAYMENT,-306.99
03/28/2026,VENDOR 4226 PAYMENT,-326.99
03/29/2026,VENDOR 4227 PAYMENT,-16.99
03/30/2026,VENDOR 4228 PAYMENT,-50.99
03/31/2026,VENDOR 4229 PAYMENT,-310.99
04/01/2026,VENDOR 4230 PAYMENT,-388.99
04/02/2026,VENDOR 4231 PAYMENT,-121.99
04/03/2026,VENDOR 4232 PAYMENT,-381.99
04/04/2026,VENDOR 4233 PAYMENT,-173.99
04/05/2026,VENDOR 4234 PAYMENT,-446.99
04/06/2026,VENDOR 4235 PAYMENT,-22.99
04/07/2026,VENDOR 4236 PAYMENT,-494.99
04/08/2026,VENDOR 4237 PAYMENT,-450.99
04/09/2026,VENDOR 4238 PAYMENT,-13.99
04/10/2026,VENDOR 4239 PAYMENT,-450.99
04/11/2026,VENDOR 4240 PAYMENT,-253.99
04/12/2026,VENDOR 4241 PAYMENT,-428.99
04/13/2026,VENDOR 4242 PAYMENT,-234.99
04/14/2026,VENDOR 4243 PAYMENT,-14.99
04/15/2026,VENDOR 4244 PAYMENT,-41.99
04/16/2026,VENDOR 4245 PAYMENT,-9.99
04/17/2026,VENDOR 4246 PAYMENT,-95.99
04/18/2026,VENDOR 4247 PAYMENT,-197.99
04/19/2026,VENDOR 4248 PAYMENT,-32.99
04/20/2026,VENDOR 4249 PAYMENT,-195.99
04/21/2026,VENDOR 4250 PAYMENT,-323.99
04/22/2026,VENDOR 4251 PAYMENT,-340.99
04/23/2026,VENDOR 4252 PAYMENT,-409.99
04/24/2026,VENDOR 4253 PAYMENT,-156.99
04/25/2026,VENDOR 4254 PAYMENT,-318.99
04/26/2026,VENDOR 4255 PAYMENT,-347.99
04/27/2026,VENDOR 4256 PAYMENT,-229.99
04/28/2026,VENDOR 4257 PAYMENT,-435.99
04/29/2026,VENDOR 4258 PAYMENT,-408.99
04/30/2026,VENDOR 4259 PAYMENT,-218.99
05/01/2026,VENDOR 4260 PAYMENT,-220.99
05/02/2026,VENDOR 4261 PAYMENT,-304.99
05/03/2026,VENDOR 4262 PAYMENT,-454.99
05/04/2026,VENDOR 4263 PAYMENT,-240.99
05/05/2026,VENDOR 4264 PAYMENT,-205.99
05/06/2026,VENDOR 4265 PAYMENT,-428.99
05/07/2026,VENDOR 4266 PAYMENT,-113.99
05/08/2026,VENDOR 4267 PAYMENT,-328.99
05/09/2026,VENDOR 4268 PAYMENT,-432.99
05/10/2026,VENDOR 4269 PAYMENT,-5.99
05/11/2026,VENDOR 4270 PAYMENT,-102.99
